category,scientific_name,common_names,conservation_status,park_name,observations
Vascular Plant,Galium triflorum,Fragrant Bedstraw,No Intervention,Yellowstone National Park,256
Vascular Plant,Galium triflorum,"Fragrant Bedstraw, Sweet Bedstraw, Sweetscented Bedstraw",No Intervention,Great Smoky Mountains National Park,87
Vascular Plant,Galium triflorum,"Fragrant Bedstraw, Sweet Bedstraw, Sweetscented Bedstraw",No Intervention,Bryce National Park,79
Vascular Plant,Galium triflorum,"Fragrant Bedstraw, Sweet Bedstraw, Sweetscented Bedstraw",No Intervention,Bryce National Park,113
Vascular Plant,Galium triflorum,"Fragrant Bedstraw, Sweet Bedstraw, Sweetscented Bedstraw",No Intervention,Great Smoky Mountains National Park,98
Vascular Plant,Galium triflorum,"Fragrant Bedstraw, Sweet Bedstraw, Sweetscented Bedstraw",No Intervention,Yosemite National Park,149
Vascular Plant,Galium triflorum,"Fragrant Bedstraw, Sweet Bedstraw, Sweetscented Bedstraw",No Intervention,Yellowstone National Park,237
Vascular Plant,Galium triflorum,"Fragrant Bedstraw, Sweet Bedstraw, Sweetscented Bedstraw",No Intervention,Yosemite National Park,164
Vascular Plant,Galium triflorum,"Fragrant Bedstraw, Sweet Bedstraw, Sweetscented Bedstraw",No Intervention,Yellowstone National Park,256
Vascular Plant,Houstonia caerulea,"Bluets, Quaker Ladies, Innocence",No Intervention,Great Smoky Mountains National Park,86
Vascular Plant,Houstonia caerulea,"Bluets, Quaker Ladies, Innocence",No Intervention,Bryce National Park,66
Vascular Plant,Houstonia caerulea,"Bluets, Quaker Ladies, Innocence",No Intervention,Yosemite National Park,168
Vascular Plant,Houstonia caerulea,"Bluets, Quaker Ladies, Innocence",No Intervention,Yellowstone National Park,262
Vascular Plant,Houstonia longifolia,"Longleaf Bluet, Longleaf Summer Bluet",No Intervention,Great Smoky Mountains National Park,67
Vascular Plant,Houstonia longifolia,"Longleaf Bluet, Longleaf Summer Bluet",No Intervention,Yosemite National Park,142
Vascular Plant,Houstonia longifolia,"Longleaf Bluet, Longleaf Summer Bluet",No Intervention,Bryce National Park,60
Vascular Plant,Houstonia longifolia,"Longleaf Bluet, Longleaf Summer Bluet",No Intervention,Yellowstone National Park,221
Vascular Plant,Houstonia longifolia var. longifolia,Long-Leaved Bluets,No Intervention,Yellowstone National Park,254
Vascular Plant,Houstonia longifolia var. longifolia,Long-Leaved Bluets,No Intervention,Great Smoky Mountains National Park,64
Vascular Plant,Houstonia longifolia var. longifolia,Long-Leaved Bluets,No Intervention,Yosemite National Park,163
Vascular Plant,Houstonia longifolia var. longifolia,Long-Leaved Bluets,No Intervention,Bryce National Park,121
Vascular Plant,Houstonia longifolia var. tenuifolia,Narrow-Leaved Bluets,No Intervention,Yellowstone National Park,254
Vascular Plant,Houstonia longifolia var. tenuifolia,Narrow-Leaved Bluets,No Intervention,Bryce National Park,66
Vascular Plant,Houstonia longifolia var. tenuifolia,Narrow-Leaved Bluets,No Intervention,Great Smoky Mountains National Park,73
Vascular Plant,Houstonia longifolia var. tenuifolia,Narrow-Leaved Bluets,No Intervention,Yosemite National Park,180
Vascular Plant,Houstonia purpurea,"Purple Bluet, Woodland Bluets",No Intervention,Bryce National Park,97
Vascular Plant,Houstonia purpurea,"Purple Bluet, Woodland Bluets",No Intervention,Great Smoky Mountains National Park,91
Vascular Plant,Houstonia purpurea,"Purple Bluet, Woodland Bluets",No Intervention,Yosemite National Park,158
Vascular Plant,Houstonia purpurea,"Purple Bluet, Woodland Bluets",No Intervention,Yellowstone National Park,254
Vascular Plant,Houstonia purpurea var. calycosa,Venus' Pride,No Intervention,Yellowstone National Park,270
Vascular Plant,Houstonia purpurea var. calycosa,Venus' Pride,No Intervention,Bryce National Park,109
Vascular Plant,Houstonia purpurea var. calycosa,Venus' Pride,No Intervention,Yosemite National Park,162
Vascular Plant,Houstonia purpurea var. calycosa,Venus' Pride,No Intervention,Great Smoky Mountains National Park,93
Vascular Plant,Houstonia purpurea var. purpurea,Venus' Pride,No Intervention,Yellowstone National Park,258
Vascular Plant,Houstonia purpurea var. purpurea,Venus' Pride,No Intervention,Yosemite National Park,170
Vascular Plant,Houstonia purpurea var. purpurea,Venus' Pride,No Intervention,Bryce National Park,78
Vascular Plant,Houstonia purpurea var. purpurea,Venus' Pride,No Intervention,Great Smoky Mountains National Park,61
Vascular Plant,Houstonia serpyllifolia,"Michaux Bluet, Thyme-Leaved Bluets",No Intervention,Great Smoky Mountains National Park,45
Vascular Plant,Houstonia serpyllifolia,"Michaux Bluet, Thyme-Leaved Bluets",No Intervention,Yellowstone National Park,241
Vascular Plant,Houstonia serpyllifolia,"Michaux Bluet, Thyme-Leaved Bluets",No Intervention,Yosemite National Park,150
Vascular Plant,Houstonia serpyllifolia,"Michaux Bluet, Thyme-Leaved Bluets",No Intervention,Bryce National Park,108
Vascular Plant,Mitchella repens,"Partridgeberry, Partridge-Berry",No Intervention,Yellowstone National Park,246
Vascular Plant,Mitchella repens,"Partridgeberry, Partridge-Berry",No Intervention,Bryce National Park,46
Vascular Plant,Mitchella repens,"Partridgeberry, Partridge-Berry",No Intervention,Great Smoky Mountains National Park,71
Vascular Plant,Mitchella repens,"Partridgeberry, Partridge-Berry",No Intervention,Yosemite National Park,122
Vascular Plant,Sherardia arvensis,"Field Madder, Silver Buffalo-Berry",No Intervention,Yellowstone National Park,293
Vascular Plant,Sherardia arvensis,"Field Madder, Silver Buffalo-Berry",No Intervention,Yosemite National Park,183
Vascular Plant,Sherardia arvensis,"Field Madder, Silver Buffalo-Berry",No Intervention,Great Smoky Mountains National Park,78
Vascular Plant,Sherardia arvensis,"Field Madder, Silver Buffalo-Berry",No Intervention,Bryce National Park,81
Vascular Plant,Erodium cicutarium,"Pin Clover, Pin-Clover",No Intervention,Bryce National Park,106
Vascular Plant,Erodium cicutarium,"Pin Clover, Pin-Clover",No Intervention,Yellowstone National Park,253
Vascular Plant,Erodium cicutarium,"Pin Clover, Pin-Clover",No Intervention,Bryce National Park,83
Vascular Plant,Erodium cicutarium,"Pin Clover, Pin-Clover",No Intervention,Yellowstone National Park,212
Vascular Plant,Erodium cicutarium,"Pin Clover, Pin-Clover",No Intervention,Yosemite National Park,130
Vascular Plant,Erodium cicutarium,"Pin Clover, Pin-Clover",No Intervention,Yosemite National Park,189
Vascular Plant,Erodium cicutarium,"Pin Clover, Pin-Clover",No Intervention,Great Smoky Mountains National Park,84
Vascular Plant,Erodium cicutarium,"Pin Clover, Pin-Clover",No Intervention,Great Smoky Mountains National Park,68
Vascular Plant,Erodium cicutarium,"Alfilaree, Alfilaria, California Filaree, Cutleaf Filaree, Filaree, Redstem Filaree, Redstem Stork's Bill, Stork's Bill",No Intervention,Bryce National Park,106
Vascular Plant,Erodium cicutarium,"Alfilaree, Alfilaria, California Filaree, Cutleaf Filaree, Filaree, Redstem Filaree, Redstem Stork's Bill, Stork's Bill",No Intervention,Yellowstone National Park,253
Vascular Plant,Erodium cicutarium,"Alfilaree, Alfilaria, California Filaree, Cutleaf Filaree, Filaree, Redstem Filaree, Redstem Stork's Bill, Stork's Bill",No Intervention,Bryce National Park,83
Vascular Plant,Erodium cicutarium,"Alfilaree, Alfilaria, California Filaree, Cutleaf Filaree, Filaree, Redstem Filaree, Redstem Stork's Bill, Stork's Bill",No Intervention,Yellowstone National Park,212
Vascular Plant,Erodium cicutarium,"Alfilaree, Alfilaria, California Filaree, Cutleaf Filaree, Filaree, Redstem Filaree, Redstem Stork's Bill, Stork's Bill",No Intervention,Yosemite National Park,130
Vascular Plant,Erodium cicutarium,"Alfilaree, Alfilaria, California Filaree, Cutleaf Filaree, Filaree, Redstem Filaree, Redstem Stork's Bill, Stork's Bill",No Intervention,Yosemite National Park,189
Vascular Plant,Erodium cicutarium,"Alfilaree, Alfilaria, California Filaree, Cutleaf Filaree, Filaree, Redstem Filaree, Redstem Stork's Bill, Stork's Bill",No Intervention,Great Smoky Mountains National Park,84
Vascular Plant,Erodium cicutarium,"Alfilaree, Alfilaria, California Filaree, Cutleaf Filaree, Filaree, Redstem Filaree, Redstem Stork's Bill, Stork's Bill",No Intervention,Great Smoky Mountains National Park,68
Vascular Plant,Geranium carolinianum,"Carolina Cranesbill, Carolina Crane's-Bill",No Intervention,Yosemite National Park,140
Vascular Plant,Geranium carolinianum,"Carolina Cranesbill, Carolina Crane's-Bill",No Intervention,Great Smoky Mountains National Park,57
Vascular Plant,Geranium carolinianum,"Carolina Cranesbill, Carolina Crane's-Bill",No Intervention,Yellowstone National Park,256
Vascular Plant,Geranium carolinianum,"Carolina Cranesbill, Carolina Crane's-Bill",No Intervention,Yosemite National Park,169
Vascular Plant,Geranium carolinianum,"Carolina Cranesbill, Carolina Crane's-Bill",No Intervention,Bryce National Park,79
Vascular Plant,Geranium carolinianum,"Carolina Cranesbill, Carolina Crane's-Bill",No Intervention,Yellowstone National Park,249
Vascular Plant,Geranium carolinianum,"Carolina Cranesbill, Carolina Crane's-Bill",No Intervention,Bryce National Park,73
Vascular Plant,Geranium carolinianum,"Carolina Cranesbill, Carolina Crane's-Bill",No Intervention,Great Smoky Mountains National Park,92
Vascular Plant,Geranium carolinianum,"Carolina Crane's-Bill, Carolina Geranium",No Intervention,Yosemite National Park,140
Vascular Plant,Geranium carolinianum,"Carolina Crane's-Bill, Carolina Geranium",No Intervention,Great Smoky Mountains National Park,57
Vascular Plant,Geranium carolinianum,"Carolina Crane's-Bill, Carolina Geranium",No Intervention,Yellowstone National Park,256
Vascular Plant,Geranium carolinianum,"Carolina Crane's-Bill, Carolina Geranium",No Intervention,Yosemite National Park,169
Vascular Plant,Geranium carolinianum,"Carolina Crane's-Bill, Carolina Geranium",No Intervention,Bryce National Park,79
Vascular Plant,Geranium carolinianum,"Carolina Crane's-Bill, Carolina Geranium",No Intervention,Yellowstone National Park,249
Vascular Plant,Geranium carolinianum,"Carolina Crane's-Bill, Carolina Geranium",No Intervention,Bryce National Park,73
Vascular Plant,Geranium carolinianum,"Carolina Crane's-Bill, Carolina Geranium",No Intervention,Great Smoky Mountains National Park,92
Vascular Plant,Geranium columbinum,"Long-Stalk Crane's-Bill, Long-Stalked Cranesbill",No Intervention,Yosemite National Park,159
Vascular Plant,Geranium columbinum,"Long-Stalk Crane's-Bill, Long-Stalked Cranesbill",No Intervention,Bryce National Park,112
Vascular Plant,Geranium columbinum,"Long-Stalk Crane's-Bill, Long-Stalked Cranesbill",No Intervention,Yellowstone National Park,269
Vascular Plant,Geranium columbinum,"Long-Stalk Crane's-Bill, Long-Stalked Cranesbill",No Intervention,Great Smoky Mountains National Park,109
Vascular Plant,Geranium maculatum,"Wild Crane's-Bill, Wild Geranium",No Intervention,Yosemite National Park,180
Vascular Plant,Geranium maculatum,"Wild Crane's-Bill, Wild Geranium",No Intervention,Bryce National Park,104
Vascular Plant,Geranium maculatum,"Wild Crane's-Bill, Wild Geranium",No Intervention,Great Smoky Mountains National Park,101
Vascular Plant,Geranium maculatum,"Wild Crane's-Bill, Wild Geranium",No Intervention,Yellowstone National Park,267
Vascular Plant,Geranium molle,"Dovesfoot Cranesbill, Doves-Foot Crane's-Bill",No Intervention,Yellowstone National Park,275
Vascular Plant,Geranium molle,"Dovesfoot Cranesbill, Doves-Foot Crane's-Bill",No Intervention,Great Smoky Mountains National Park,92
Vascular Plant,Geranium molle,"Dovesfoot Cranesbill, Doves-Foot Crane's-Bill",No Intervention,Yosemite National Park,167
Vascular Plant,Geranium molle,"Dovesfoot Cranesbill, Doves-Foot Crane's-Bill",No Intervention,Bryce National Park,105
Vascular Plant,Geranium pusillum,Small Geranium,No Intervention,Yosemite National Park,126
Vascular Plant,Geranium pusillum,Small Geranium,No Intervention,Yellowstone National Park,283
Vascular Plant,Geranium pusillum,Small Geranium,No Intervention,Bryce National Park,84
Vascular Plant,Geranium pusillum,Small Geranium,No Intervention,Great Smoky Mountains National Park,62
Vascular Plant,Geranium sibiricum,"Siberian Cranesbill, Siberian Crane's-Bill",No Intervention,Great Smoky Mountains National Park,48
Vascular Plant,Geranium sibiricum,"Siberian Cranesbill, Siberian Crane's-Bill",No Intervention,Bryce National Park,89
Vascular Plant,Geranium sibiricum,"Siberian Cranesbill, Siberian Crane's-Bill",No Intervention,Yosemite National Park,115
Vascular Plant,Geranium sibiricum,"Siberian Cranesbill, Siberian Crane's-Bill",No Intervention,Yellowstone National Park,236
Vascular Plant,Geranium thunbergii,Thunberg's Geranium,No Intervention,Yosemite National Park,150
Vascular Plant,Geranium thunbergii,Thunberg's Geranium,No Intervention,Great Smoky Mountains National Park,70
Vascular Plant,Geranium thunbergii,Thunberg's Geranium,No Intervention,Yellowstone National Park,244
Vascular Plant,Geranium thunbergii,Thunberg's Geranium,No Intervention,Bryce National Park,120
Vascular Plant,Hymenophyllum tayloriae,Taylor's Filmy Fern,No Intervention,Yellowstone National Park,267
Vascular Plant,Hymenophyllum tayloriae,Taylor's Filmy Fern,No Intervention,Great Smoky Mountains National Park,104
Vascular Plant,Hymenophyllum tayloriae,Taylor's Filmy Fern,No Intervention,Bryce National Park,87
Vascular Plant,Hymenophyllum tayloriae,Taylor's Filmy Fern,No Intervention,Yosemite National Park,148
Vascular Plant,Trichomanes boschianum,"Appalachian Bristle Fern, Bristle-Fern",No Intervention,Bryce National Park,74
Vascular Plant,Trichomanes boschianum,"Appalachian Bristle Fern, Bristle-Fern",No Intervention,Great Smoky Mountains National Park,52
Vascular Plant,Trichomanes boschianum,"Appalachian Bristle Fern, Bristle-Fern",No Intervention,Yosemite National Park,163
Vascular Plant,Trichomanes boschianum,"Appalachian Bristle Fern, Bristle-Fern",No Intervention,Yellowstone National Park,226
Vascular Plant,Trichomanes intricatum,Weft Fern,No Intervention,Yellowstone National Park,225
Vascular Plant,Trichomanes intricatum,Weft Fern,No Intervention,Yosemite National Park,135
Vascular Plant,Trichomanes intricatum,Weft Fern,No Intervention,Bryce National Park,99
Vascular Plant,Trichomanes intricatum,Weft Fern,No Intervention,Great Smoky Mountains National Park,92
Vascular Plant,Trichomanes petersii,"Dwarf Filmy Fern, Dwarf Filmy-Fern",No Intervention,Yellowstone National Park,243
Vascular Plant,Trichomanes petersii,"Dwarf Filmy Fern, Dwarf Filmy-Fern",No Intervention,Great Smoky Mountains National Park,70
Vascular Plant,Trichomanes petersii,"Dwarf Filmy Fern, Dwarf Filmy-Fern",No Intervention,Yosemite National Park,110
Vascular Plant,Trichomanes petersii,"Dwarf Filmy Fern, Dwarf Filmy-Fern",No Intervention,Bryce National Park,96
Vascular Plant,Isoetes engelmannii,"Appalachian Quillwort, Engelmann's Quillwort",No Intervention,Yosemite National Park,146
Vascular Plant,Isoetes engelmannii,"Appalachian Quillwort, Engelmann's Quillwort",No Intervention,Yellowstone National Park,240
Vascular Plant,Isoetes engelmannii,"Appalachian Quillwort, Engelmann's Quillwort",No Intervention,Great Smoky Mountains National Park,63
Vascular Plant,Isoetes engelmannii,"Appalachian Quillwort, Engelmann's Quillwort",No Intervention,Bryce National Park,74
Vascular Plant,Isoetes macrospora,Lake Quillwort,No Intervention,Yellowstone National Park,237
Vascular Plant,Isoetes macrospora,Lake Quillwort,No Intervention,Bryce National Park,85
Vascular Plant,Isoetes macrospora,Lake Quillwort,No Intervention,Great Smoky Mountains National Park,72
Vascular Plant,Isoetes macrospora,Lake Quillwort,No Intervention,Yosemite National Park,148
Vascular Plant,Isoetes valida,Strong Quillwort,No Intervention,Yosemite National Park,165
Vascular Plant,Isoetes valida,Strong Quillwort,No Intervention,Yellowstone National Park,263
Vascular Plant,Isoetes valida,Strong Quillwort,No Intervention,Great Smoky Mountains National Park,55
Vascular Plant,Isoetes valida,Strong Quillwort,No Intervention,Bryce National Park,92
Vascular Plant,Justicia americana,"Common Water-Willow, Water-Willow",No Intervention,Yellowstone National Park,262
Vascular Plant,Justicia americana,"Common Water-Willow, Water-Willow",No Intervention,Great Smoky Mountains National Park,85
Vascular Plant,Justicia americana,"Common Water-Willow, Water-Willow",No Intervention,Yosemite National Park,167
Vascular Plant,Justicia americana,"Common Water-Willow, Water-Willow",No Intervention,Bryce National Park,118
Vascular Plant,Ruellia caroliniensis ssp. caroliniensis var. caroliniensis,Carolina Wild Petunia,No Intervention,Yellowstone National Park,248
