category,scientific_name,common_names,conservation_status
Vascular Plant,Euphorbia dentata var. dentata,"Toothed Spurge, Toothedleaf Poinsettia",No Intervention
Vascular Plant,Euphorbia lathyris,Moleplant,No Intervention
Vascular Plant,Euphorbia marginata,Snow On The Mountain,No Intervention
Vascular Plant,Euphorbia mercurialina,Mercury Spurge,No Intervention
Vascular Plant,Euphorbia pubentissima,Dogbane-Leaved Spurge,No Intervention
Vascular Plant,Euphorbia purpurea,Glade Spurge,Species of Concern
Vascular Plant,Ricinus communis,Castorbean,No Intervention
Vascular Plant,Hypericum buckleii,Buckley's St. Johnswort,No Intervention
Vascular Plant,Hypericum densiflorum,"Bushy St. John's-Wort, Shrubby St. John's-Wort",No Intervention
Vascular Plant,Hypericum drummondii,Nits And Lice,No Intervention
Vascular Plant,Hypericum gentianoides,"Orange-Grass St. John's-Wort, Pineweed",No Intervention
Vascular Plant,Hypericum graveolens,Mountain St. John's-Wort,No Intervention
Vascular Plant,Hypericum hypericoides,St. Andrews Cross,No Intervention
Vascular Plant,Hypericum hypericoides ssp. hypericoides,St. Andrew's Cross,No Intervention
Vascular Plant,Hypericum hypericoides ssp. multicaule,"A St. John's-Wort, Low St. Andrew's Cross",No Intervention
Vascular Plant,Hypericum mitchellianum,"Blue Ridge St. John's-Wort, Mitchell's St.John's-Wort",No Intervention
Vascular Plant,Hypericum mutilum,"Dwarf St. John's-Wort, Slender St. John's-Wort",No Intervention
Vascular Plant,Hypericum perforatum,"A St. John's-Wort, Common St. John's-Wort",No Intervention
Vascular Plant,Hypericum pseudomaculatum,False Spotted St. Johnswort,No Intervention
Vascular Plant,Hypericum punctatum,"Common St. John's-Wort, Dotted St. John's-Wort",No Intervention
Vascular Plant,Hypericum virgatum,Sharpleaf St. Johnswort,No Intervention
Vascular Plant,Linum intercursum,Sandplain Flax,No Intervention
Vascular Plant,Linum medium var. texanum,Stiff Yellow Flax,No Intervention
Vascular Plant,Linum striatum,"Ridged Yellow Flax, Yellow Flax",No Intervention
Vascular Plant,Linum virginianum,Virginia Flax,No Intervention
Vascular Plant,Passiflora incarnata,"Passion-Flower, May-Pop, Purple Passion-Flower",No Intervention
Vascular Plant,Passiflora lutea,"Yellow Passionflower, Yellow Passion-Flower",No Intervention
Vascular Plant,Phyllanthus caroliniensis,"Carolina Leaf-Flower, Phyllanthus",No Intervention
Vascular Plant,Podostemum ceratophyllum,"Riverweed, Threadfoot",No Intervention
Vascular Plant,Populus alba,"Silver Poplar, White Poplar",No Intervention
Vascular Plant,Populus balsamifera ssp. balsamifera,Balm Of Gilead,No Intervention
Vascular Plant,Populus deltoides,Eastern Cottonwood,No Intervention
Vascular Plant,Populus grandidentata,"Big-Toothed Aspen, Large-Toothed Aspen",No Intervention
Vascular Plant,Populus nigra,Lombardy Poplar,No Intervention
Vascular Plant,Populus X canescens,Gray Poplar,No Intervention
Vascular Plant,Populus X jackii,Jack's Poplar,No Intervention
Vascular Plant,Salix alba,A Willow,No Intervention
Vascular Plant,Salix babylonica,"A Willow, Weeping Willow",No Intervention
Vascular Plant,Salix caprea,Goat Willow,No Intervention
Vascular Plant,Salix caroliniana,Carolina Willow,No Intervention
Vascular Plant,Salix discolor,Pussy Willow,No Intervention
Vascular Plant,Salix eriocephala,"Missouri River Willow, Missouri Willow",No Intervention
Vascular Plant,Salix humilis,Prairie Willow,No Intervention
Vascular Plant,Salix humilis var. humilis,Prairie Willow,No Intervention
Vascular Plant,Salix humilis var. tristis,Dwarf Willow,No Intervention
Vascular Plant,Salix nigra,"A Willow, Black Willow",No Intervention
Vascular Plant,Salix sericea,Silky Willow,No Intervention
Vascular Plant,Salix X pendulina,Pendulous Willow,No Intervention
Vascular Plant,Hybanthus concolor,Green Violet,No Intervention
Vascular Plant,Viola arvensis,Field Pansy,No Intervention
Vascular Plant,Viola bicolor,"Field Pansy, Wild Pansy",No Intervention
Vascular Plant,Viola blanda,Sweet White Violet,No Intervention
Vascular Plant,Viola blanda var. blanda,Sweet White Violet,No Intervention
Vascular Plant,Viola blanda var. palustriformis,"Large-Leaf White Violet, Large-Leaved Violet",No Intervention
Vascular Plant,Viola canadensis,Canadian White Violet,No Intervention
Vascular Plant,Viola canadensis var. canadensis,Canadian Violet,No Intervention
Vascular Plant,Viola canadensis var. corymbosa,Canadian Violet,No Intervention
Vascular Plant,Viola conspersa,"American Bog Violet, Dog Violet",No Intervention
Vascular Plant,Viola cucullata,Marsh Blue Violet,No Intervention
Vascular Plant,Viola egglestonii,Glade Violet,No Intervention
Vascular Plant,Viola hastata,"Halberd-Leaved Violet, Halberd-Leaved Yellow Violet",No Intervention
Vascular Plant,Viola hirsutula,Southern Wood Violet,No Intervention
Vascular Plant,Viola labradorica,Alpine Violet,No Intervention
Vascular Plant,Viola lanceolata,"Lance-Leaf Violet, Lance-Leaved Violet",No Intervention
Vascular Plant,Viola macloskeyi ssp. pallens,"Northern White Violet, Smooth White Violet",No Intervention
Vascular Plant,Viola missouriensis,Missouri Violet,No Intervention
Vascular Plant,Viola odorata,"English Violet, Sweet Violet",No Intervention
Vascular Plant,Viola pedata,"Bird's Foot Violet, Bird's-Foot Violet",No Intervention
Vascular Plant,Viola porterana,Stone's Violet,No Intervention
Vascular Plant,Viola pubescens,Downy Yellow Violet,No Intervention
Vascular Plant,Viola pubescens var. pubescens,Hairy Yellow Violet,No Intervention
Vascular Plant,Viola pubescens var. scabriuscula,Downy Yellow Violet,No Intervention
Vascular Plant,Viola rostrata,"Beaked Violet, Long-Spur Violet",No Intervention
Vascular Plant,Viola rotundifolia,"Early Yellow Violet, Roundleaf Violet",No Intervention
Vascular Plant,Viola sagittata,Arrow-Leaved Violet,No Intervention
Vascular Plant,Viola sagittata var. ovata,Arrowleaf Violet,No Intervention
Vascular Plant,Viola sagittata var. sagittata,Arrowleaf Violet,No Intervention
Vascular Plant,Viola septemloba,Violet,No Intervention
Vascular Plant,Viola septentrionalis,Northern Woodland Violet,No Intervention
Vascular Plant,Viola sororia,Woolly Blue Violet,No Intervention
Vascular Plant,Viola striata,"Pale Violet, Striped Violet",No Intervention
Vascular Plant,Viola tripartita,"Oval-Leaved Violet, Three-Parted Violet",No Intervention
Vascular Plant,Viola walteri,Violet,No Intervention
Vascular Plant,Viola X primulifolia,Primrose-Leaved Violet,No Intervention
Vascular Plant,Helianthemum bicknellii,"Bicknell's Frostweed, Plains Frostweed",No Intervention
Vascular Plant,Helianthemum canadense,"Canada Frostweed, Frostweed",No Intervention
Vascular Plant,Helianthemum propinquum,Low Frostweed,No Intervention
Vascular Plant,Lechea racemulosa,"Illinois Pinweed, Pinweed",No Intervention
Vascular Plant,Abutilon theophrasti,Velvetleaf,No Intervention
Vascular Plant,Alcea rosea,Hollyhock,No Intervention
Vascular Plant,Hibiscus moscheutos ssp. moscheutos,Crimsoneyed Rosemallow,No Intervention
Vascular Plant,Hibiscus syriacus,"Rose-Of-Sharon, Rose-Of-Sharon, Shrubby Althea",No Intervention
Vascular Plant,Malva moschata,Musk Mallow,No Intervention
Vascular Plant,Malva neglecta,"Common Mallow, Dwarf Cheeseweed",No Intervention
Vascular Plant,Malva sylvestris,"High Cheeseweed, High Mallow",No Intervention
Vascular Plant,Sida hermaphrodita,Virginia Fanpetals,No Intervention
Vascular Plant,Sida spinosa,Prickly Mallow,No Intervention
Vascular Plant,Tilia americana,American Basswood,No Intervention
Vascular Plant,Tilia americana var. americana,American Basswood,No Intervention
Vascular Plant,Tilia americana var. heterophylla,White Basswood,No Intervention
Vascular Plant,Dirca palustris,Eastern Leatherwood,No Intervention
Vascular Plant,Ammannia coccinea,"Ammannia, Tooth-Cup",No Intervention
Vascular Plant,Cuphea viscosissima,Clammy Cuphea,No Intervention
Vascular Plant,Rotala ramosior,"Rotala, Toothcup",No Intervention
Vascular Plant,Rhexia mariana,"Maryland Meadow Beauty, Pale Meadow Beauty",No Intervention
Vascular Plant,Rhexia mariana var. mariana,Maryland Meadowbeauty,No Intervention
Vascular Plant,Rhexia virginica,"Meadow Beauty, Virginia Meadow-Beauty",No Intervention
Vascular Plant,Circaea alpina,"Small Enchanter's Nightshade, Smaller Enchanter's-Nightshade",No Intervention
Vascular Plant,Circaea lutetiana ssp. canadensis,"Intermediate Enchanter's Nightshade, Larger Enchanter's-Nightshade",No Intervention
Vascular Plant,Epilobium ciliatum ssp. ciliatum,Willow-Herb,No Intervention
Vascular Plant,Epilobium coloratum,Willow-Herb,No Intervention
Vascular Plant,Gaura biennis,Biennial Gaura,No Intervention
Vascular Plant,Gaura filipes,Slenderstalk Beeblossom,No Intervention
Vascular Plant,Ludwigia alternifolia,"Alternate-Leaved Seedbox, Bushy Seedbox",No Intervention
Vascular Plant,Ludwigia decurrens,"Decurrent Seedbox, Primrose Willow",No Intervention
Vascular Plant,Ludwigia grandiflora,Large-Flower Primrose-Willow,No Intervention
Vascular Plant,Ludwigia palustris,Water Purslane,No Intervention
Vascular Plant,Ludwigia peploides ssp. glabrescens,Floating Primrosewillow,No Intervention
Vascular Plant,Ludwigia uruguayensis,Seedbox,No Intervention
Vascular Plant,Oenothera biennis,"Common Evening-Primrose, Evening Primrose",No Intervention
Vascular Plant,Oenothera fruticosa ssp. fruticosa,Sundrops,No Intervention
Vascular Plant,Oenothera fruticosa ssp. glauca,Sundrops,No Intervention
Vascular Plant,Oenothera laciniata,"Cut-Leaved Evening Primrose, Cut-Leaved Evening-Primrose",No Intervention
Vascular Plant,Oenothera linifolia,Threadleaf Eveningprimrose,No Intervention
Vascular Plant,Oenothera speciosa,"Showy Evening Primrose, White Evening-Primrose",No Intervention
Vascular Plant,Oenothera triloba,Stemless Eveningprimrose,No Intervention
Vascular Plant,Nuphar lutea ssp. advena,Yellow Water-Lily,No Intervention
Vascular Plant,Nymphaea odorata,"American Water-Lily, White Water-Lily",No Intervention
Vascular Plant,Botrychium biternatum,"Southern Grape Fern, Sparse-Lobe Grape-Fern",No Intervention
Vascular Plant,Botrychium dissectum,"Cutleaf Grape-Fern, Cut-Leaved Grape Fern",No Intervention
Vascular Plant,Botrychium jenmanii,Dixie Grapefern,No Intervention
Vascular Plant,Botrychium lanceolatum var. angustisegmentum,Lanceleaf Grapefern,No Intervention
Vascular Plant,Botrychium matricariifolium,"Daisy-Leaf Moonwort, Matricary Grapefern",No Intervention
Vascular Plant,Botrychium oneidense,Blunt-Lobed Grape Fern,No Intervention
Vascular Plant,Botrychium simplex,Least Moonwort,No Intervention
Vascular Plant,Botrychium virginianum,Rattlesnake Fern,No Intervention
Vascular Plant,Ophioglossum vulgatum,"Southern Adderstongue, Southern Adder's-Tongue",No Intervention
Vascular Plant,Osmunda cinnamomea,Cinnamon Fern,No Intervention
Vascular Plant,Osmunda claytoniana,Interrupted Fern,No Intervention
Vascular Plant,Osmunda regalis var. spectabilis,Royal Fern,No Intervention
Vascular Plant,Oxalis corniculata,Creeping Woodsorrel,No Intervention
Vascular Plant,Oxalis dillenii,"Dillen's Woodsorrel, Yellow Sorrel",No Intervention
Vascular Plant,Oxalis grandis,"Great Yellow Wood-Sorrel, Large Wood-Sorrel",No Intervention
Vascular Plant,Oxalis montana,"White Wood-Sorrel, Wood-Sorrel",No Intervention
Vascular Plant,Oxalis stricta,"Upright Yellow Wood-Sorrel, Yellow Wood-Sorrel",No Intervention
Vascular Plant,Oxalis violacea,Violet Wood-Sorrel,No Intervention
Vascular Plant,Juniperus chinensis,Chinese Juniper,No Intervention
Vascular Plant,Juniperus virginiana,Red Cedar,No Intervention
Vascular Plant,Platycladus orientalis,Oriental White Cedar,No Intervention
Vascular Plant,Thuja occidentalis,Northern White Cedar,No Intervention
Vascular Plant,Abies fraseri,Fraser Fir,Species of Concern
Vascular Plant,Picea abies,Norway Spruce,No Intervention
Vascular Plant,Picea rubens,Red Spruce,No Intervention
Vascular Plant,Pinus,Pine,No Intervention
Vascular Plant,Pinus echinata,Short-Leaf Pine,No Intervention
Vascular Plant,Pinus palustris,Longleaf Pine,No Intervention
Vascular Plant,Pinus pungens,Table Mountain Pine,No Intervention
Vascular Plant,Pinus rigida,Pitch Pine,No Intervention
Vascular Plant,Pinus strobus,White Pine,No Intervention
Vascular Plant,Pinus taeda,Loblolly Pine,No Intervention
Vascular Plant,Pinus virginiana,Virginia Or Scrub Pine,No Intervention
Vascular Plant,Tsuga canadensis,Eastern Hemlock,No Intervention
Vascular Plant,Aristolochia macrophylla,Dutchman's Pipe,No Intervention
Vascular Plant,Aristolochia serpentaria,"Snakeroot, Virginia Snakeroot",No Intervention
Vascular Plant,Asarum canadense,Wild Ginger,No Intervention
Vascular Plant,Hexastylis arifolia,"Little Brown Jug, Little Brown Jugs",No Intervention
Vascular Plant,Hexastylis heterophylla,Variableleaf Heartleaf,No Intervention
Vascular Plant,Hexastylis shuttleworthii,"Large-Flowered Heartleaf, Spotted Little Brown Jugs",No Intervention
Vascular Plant,Bulbostylis capillaris,"Bulbostylis, Dense-Tuft Hair-Sedge",No Intervention
Vascular Plant,Carex,"Carex, Sedge, Sedge Species, Sedges",No Intervention
Vascular Plant,Carex abscondita,Thicket Sedge,No Intervention
Vascular Plant,Carex aestivalis,Summer Sedge,No Intervention
Vascular Plant,Carex aggregata,Glomerate Sedge,No Intervention
Vascular Plant,Carex albicans,Whitetinge Sedge,No Intervention
Vascular Plant,Carex albicans var. albicans,Sedge,No Intervention
Vascular Plant,Carex albicans var. australis,Sedge,No Intervention
Vascular Plant,Carex albicans var. emmonsii,"Emmons Sedge, Sedge",No Intervention
Vascular Plant,Carex albolutescens,"Greenish-White Sedge, Light-Colored Sedge",No Intervention
Vascular Plant,Carex albursina,"A Sedge, Sedge",No Intervention
Vascular Plant,Carex amphibola,Eastern Narrowleaf Sedge,No Intervention
Vascular Plant,Carex amphibola var. rigida,"A Sedge, Rigid Sedge",No Intervention
Vascular Plant,Carex amphibola var. turgida,Turgid Sedge,No Intervention
Vascular Plant,Carex annectens,"A Sedge, Sedge",No Intervention
Vascular Plant,Carex appalachica,Appalachian Sedge,No Intervention
Vascular Plant,Carex atlantica,Prickly Bog Sedge,No Intervention
Vascular Plant,Carex atlantica ssp. atlantica,Sedge,No Intervention
Vascular Plant,Carex atlantica ssp. capillacea,Prickly Bog Sedge,No Intervention
Vascular Plant,Carex austrocaroliniana,"A Sedge, South Carolina Sedge",No Intervention
Vascular Plant,Carex baileyi,"Bailey Sedge, Bailey's Sedge",No Intervention
Vascular Plant,Carex barrattii,Barratt's Sedge,No Intervention
Vascular Plant,Carex biltmoreana,Biltmore Sedge,No Intervention
Vascular Plant,Carex blanda,"Sedge, Woodland Sedge",No Intervention
Vascular Plant,Carex brevior,"Brevior Sedge, Fescue Sedge, Shortbeak Sedge",No Intervention
Vascular Plant,Carex bromoides,"A Sedge, Sedge",No Intervention
Vascular Plant,Carex brunnescens ssp. brunnescens,Brownish Sedge,No Intervention
Vascular Plant,Carex brunnescens ssp. sphaerostachya,"Brownish Sedge, Few Flowered Sedge",No Intervention
Vascular Plant,Carex caroliniana,"Carolina Sedge, Hirsute Sedge",No Intervention
Vascular Plant,Carex cephalophora,"Oval-Leaved Sedge, Sedge",No Intervention
Vascular Plant,Carex cherokeensis,Cherokee Sedge,No Intervention
Vascular Plant,Carex communis,"Common Sedge, Fibrous-Root Sedge",No Intervention
Vascular Plant,Carex communis var. amplisquama,Dixie Sedge,Species of Concern
Vascular Plant,Carex communis var. communis,Fibrousroot Sedge,No Intervention
Vascular Plant,Carex complanata,Blue Sedge,No Intervention
Vascular Plant,Carex conjuncta,Soft Fox Sedge,No Intervention
Vascular Plant,Carex corrugata,Prune-Fruit Sedge,No Intervention
Vascular Plant,Carex crebriflora,Coastalplain Sedge,No Intervention
Vascular Plant,Carex crinita var. crinita,Drooping Sedge,No Intervention
Vascular Plant,Carex cristatella,"Sedge, Small Crested Sedge",No Intervention
Vascular Plant,Carex cumberlandensis,Local Sedge,No Intervention
Vascular Plant,Carex debilis,"White Edge Sedge, White-Edge Sedge",No Intervention
Vascular Plant,Carex debilis var. debilis,White Edge Sedge,No Intervention
Vascular Plant,Carex debilis var. interjecta,Necklace Sedge,No Intervention
Vascular Plant,Carex debilis var. pubera,Hairy Necklace Sedge,No Intervention
Vascular Plant,Carex debilis var. rudgei,"Necklace Sedge, White-Edge Sedge",No Intervention
Vascular Plant,Carex eburnea,"Black-Fruited Sedge, Ebony Sedge",No Intervention
Vascular Plant,Carex festucacea,Fescue Sedge,No Intervention
Vascular Plant,Carex flaccosperma,Thinfruit Sedge,No Intervention
Vascular Plant,Carex frankii,"Frank Sedge, Frank's Sedge",No Intervention
Vascular Plant,Carex gracilescens,Slender Looseflower Sedge,No Intervention
Vascular Plant,Carex gracillima,Graceful Sedge,No Intervention
Vascular Plant,Carex granularis,Granular Sedge,No Intervention
Vascular Plant,Carex gravida var. lunelliana,Heavy Sedge,No Intervention
Vascular Plant,Carex grayi,Gray's Sedge,No Intervention
Vascular Plant,Carex grisea,Inflated Narrow-Leaf Sedge,No Intervention
Vascular Plant,Carex gynandra,"A Sedge, Drooping Sedge",No Intervention
Vascular Plant,Carex hirsutella,Hirsute Sedge,No Intervention
Vascular Plant,Carex intumescens,Intumescent Sedge,No Intervention
Vascular Plant,Carex jamesii,"James? Sedge, Nebraska Sedge",No Intervention
Vascular Plant,Carex kraliana,Kral's Sedge,No Intervention
Vascular Plant,Carex laevivaginata,"Sedge, Smooth-Sheath Sedge",No Intervention
Vascular Plant,Carex laxiculmis,"Sedge, Spreading Sedge",No Intervention
Vascular Plant,Carex laxiflora,"Broad Looseflower Sedge, Loose-Flowered Sedge",No Intervention
Vascular Plant,Carex leavenworthii,Leavenworth Sedge,No Intervention
Vascular Plant,Carex leptalea,"Bristly-Stalk Sedge, Sedge",No Intervention
Vascular Plant,Carex leptonervia,"Finely-Nerved Sedge, Nerved Sedge",No Intervention
Vascular Plant,Carex louisianica,Louisiana Sedge,No Intervention
